Long [deg],  Lat[deg],    Ve[m/yr],  Vn[m/yr],  SVe[m/yr], SVn[m/yr], angle[deg],    Name
10.0000000  44.0000000    0.00034   0.00154     0.000126    0.000585    0.0 
10.0000000  44.5000000    0.00035   0.00159     0.000071    0.000656    0.0 
10.0000000  45.0000000    0.00010   0.00139     0.000152    0.000598    0.0 
10.0000000  45.5000000   -0.00020   0.00088     0.000129    0.000462    0.0 
10.0000000  46.0000000   -0.00015   0.00025     0.000049    0.000074    0.0 
10.0000000  46.5000000    0.00009   0.00004     0.000087    0.000102    0.0 
10.0000000  47.0000000    0.00002   0.00029     0.000052    0.000115    0.0 
10.0000000  47.5000000   -0.00004   0.00035     0.000041    0.000045    0.0 
10.0000000  48.0000000    0.00002   0.00030     0.000047    0.000056    0.0 
10.0000000  48.5000000    0.00003   0.00015     0.000041    0.000072    0.0 
10.0000000  49.0000000    0.00002   0.00002     0.000042    0.000096    0.0 
10.0000000  49.5000000    0.00008  -0.00009     0.000047    0.000077    0.0 
10.0000000  50.0000000    0.00007  -0.00008     0.000045    0.000062    0.0 
10.0000000  50.5000000    0.00005  -0.00002     0.000042    0.000044    0.0 
10.0000000  51.0000000   -0.00000   0.00007     0.000042    0.000056    0.0 
10.0000000  51.5000000   -0.00006   0.00022     0.000041    0.000043    0.0 
10.0000000  52.0000000   -0.00010   0.00018     0.000050    0.000031    0.0 
10.0000000  52.5000000   -0.00013   0.00016     0.000055    0.000019    0.0 
10.0000000  53.0000000   -0.00016   0.00014     0.000060    0.000015    0.0 
10.5000000  41.0000000    0.00007   0.00059     0.000217    0.000607    0.0 
10.5000000  41.5000000    0.00005   0.00055     0.000200    0.000536    0.0 
10.5000000  42.0000000    0.00002   0.00057     0.000183    0.000488    0.0 
10.5000000  42.5000000    0.00008   0.00074     0.000137    0.000482    0.0 
10.5000000  43.0000000    0.00009   0.00098     0.000127    0.000443    0.0 
10.5000000  43.5000000    0.00019   0.00154     0.000136    0.000335    0.0 
10.5000000  44.0000000    0.00044   0.00197     0.000098    0.000205    0.0 
10.5000000  44.5000000    0.00062   0.00243     0.000178    0.000316    0.0 
10.5000000  45.0000000    0.00030   0.00198     0.000188    0.000492    0.0 
10.5000000  45.5000000   -0.00019   0.00119     0.000174    0.000220    0.0 
10.5000000  46.0000000   -0.00019   0.00052     0.000221    0.000110    0.0 
10.5000000  46.5000000    0.00002   0.00051     0.000101    0.000436    0.0 
10.5000000  47.0000000    0.00002   0.00051     0.000083    0.000423    0.0 
10.5000000  47.5000000    0.00010   0.00045     0.000044    0.000052    0.0 
10.5000000  48.0000000    0.00001   0.00032     0.000047    0.000052    0.0 
10.5000000  48.5000000   -0.00001   0.00014     0.000049    0.000076    0.0 
10.5000000  49.0000000   -0.00001   0.00001     0.000043    0.000097    0.0 
10.5000000  49.5000000    0.00006  -0.00011     0.000038    0.000078    0.0 
10.5000000  50.0000000    0.00010  -0.00014     0.000043    0.000058    0.0 
10.5000000  50.5000000    0.00008  -0.00009     0.000043    0.000056    0.0 
10.5000000  51.0000000    0.00002   0.00000     0.000042    0.000058    0.0 
10.5000000  51.5000000   -0.00006   0.00010     0.000042    0.000053    0.0 
10.5000000  52.0000000   -0.00011   0.00011     0.000042    0.000060    0.0 
10.5000000  52.5000000   -0.00014   0.00012     0.000055    0.000021    0.0 
10.5000000  53.0000000   -0.00017   0.00011     0.000059    0.000008    0.0 
11.0000000  41.0000000    0.00022   0.00086     0.000185    0.000653    0.0 
11.0000000  41.5000000    0.00019   0.00084     0.000167    0.000593    0.0 
11.0000000  42.0000000    0.00017   0.00085     0.000151    0.000536    0.0 
11.0000000  42.5000000    0.00013   0.00091     0.000137    0.000481    0.0 
11.0000000  43.0000000    0.00012   0.00114     0.000121    0.000418    0.0 
11.0000000  43.5000000    0.00020   0.00175     0.000119    0.000152    0.0 
11.0000000  44.0000000    0.00048   0.00217     0.000086    0.000115    0.0 
11.0000000  44.5000000    0.00092   0.00304     0.000104    0.000167    0.0 
11.0000000  45.0000000    0.00048   0.00233     0.000138    0.000338    0.0 
11.0000000  45.5000000   -0.00021   0.00123     0.000097    0.000133    0.0 
11.0000000  46.0000000   -0.00010   0.00072     0.000076    0.000224    0.0 
11.0000000  46.5000000   -0.00008   0.00060     0.000083    0.000115    0.0 
11.0000000  47.0000000   -0.00006   0.00053     0.000078    0.000407    0.0 
11.0000000  47.5000000    0.00007   0.00044     0.000093    0.000312    0.0 
11.0000000  48.0000000   -0.00005   0.00032     0.000040    0.000114    0.0 
11.0000000  48.5000000   -0.00007   0.00014     0.000047    0.000078    0.0 
11.0000000  49.0000000   -0.00003  -0.00000     0.000042    0.000092    0.0 
11.0000000  49.5000000    0.00004  -0.00020     0.000043    0.000061    0.0 
11.0000000  50.0000000    0.00009  -0.00025     0.000040    0.000093    0.0 
11.0000000  50.5000000    0.00008  -0.00021     0.000038    0.000127    0.0 
11.0000000  51.0000000    0.00003  -0.00009     0.000037    0.000067    0.0 
11.0000000  51.5000000   -0.00005   0.00000     0.000058    0.000070    0.0 
11.0000000  52.0000000   -0.00011   0.00004     0.000043    0.000062    0.0 
11.0000000  52.5000000   -0.00015   0.00004     0.000044    0.000059    0.0 
11.0000000  53.0000000   -0.00018   0.00007     0.000057    0.000009    0.0 
11.5000000  41.0000000    0.00030   0.00107     0.000190    0.000672    0.0 
11.5000000  41.5000000    0.00029   0.00107     0.000172    0.000609    0.0 
11.5000000  42.0000000    0.00026   0.00107     0.000153    0.000541    0.0 
11.5000000  42.5000000    0.00022   0.00106     0.000132    0.000463    0.0 
11.5000000  43.0000000    0.00018   0.00119     0.000065    0.000178    0.0 
11.5000000  43.5000000    0.00023   0.00175     0.000112    0.000134    0.0 
11.5000000  44.0000000    0.00056   0.00220     0.000088    0.000140    0.0 
11.5000000  44.5000000    0.00119   0.00257     0.000115    0.000236    0.0 
11.5000000  45.0000000    0.00052   0.00209     0.000130    0.000263    0.0 
11.5000000  45.5000000   -0.00004   0.00137     0.000112    0.000127    0.0 
11.5000000  46.0000000   -0.00018   0.00116     0.000101    0.000094    0.0 
11.5000000  46.5000000   -0.00015   0.00051     0.000314    0.000084    0.0 
11.5000000  47.0000000   -0.00011   0.00055     0.000298    0.000108    0.0 
11.5000000  47.5000000   -0.00007   0.00047     0.000311    0.000072    0.0 
11.5000000  48.0000000   -0.00008   0.00030     0.000063    0.000061    0.0 
11.5000000  48.5000000   -0.00010   0.00017     0.000063    0.000087    0.0 
11.5000000  49.0000000   -0.00004   0.00002     0.000061    0.000132    0.0 
11.5000000  49.5000000    0.00005  -0.00015     0.000048    0.000115    0.0 
11.5000000  50.0000000    0.00011  -0.00029     0.000040    0.000087    0.0 
11.5000000  50.5000000    0.00010  -0.00030     0.000040    0.000107    0.0 
11.5000000  51.0000000    0.00000  -0.00020     0.000037    0.000135    0.0 
11.5000000  51.5000000   -0.00008  -0.00011     0.000036    0.000143    0.0 
11.5000000  52.0000000   -0.00014  -0.00005     0.000036    0.000147    0.0 
11.5000000  52.5000000   -0.00016  -0.00001     0.000063    0.000080    0.0 
11.5000000  53.0000000   -0.00019  -0.00001     0.000044    0.000062    0.0 
12.0000000  41.0000000    0.00033   0.00132     0.000072    0.000497    0.0 
12.0000000  41.5000000    0.00035   0.00135     0.000067    0.000444    0.0 
12.0000000  42.0000000    0.00037   0.00136     0.000062    0.000384    0.0 
12.0000000  42.5000000    0.00035   0.00128     0.000051    0.000191    0.0 
12.0000000  43.0000000    0.00033   0.00123     0.000394    0.000264    0.0 
12.0000000  43.5000000    0.00037   0.00159     0.000424    0.000273    0.0 
12.0000000  44.0000000    0.00052   0.00202     0.000432    0.000284    0.0 
12.0000000  44.5000000    0.00065   0.00203     0.000138    0.000225    0.0 
12.0000000  45.0000000    0.00027   0.00166     0.000139    0.000224    0.0 
12.0000000  45.5000000    0.00006   0.00130     0.000064    0.000130    0.0 
12.0000000  46.0000000   -0.00018   0.00138     0.000277    0.000109    0.0 
12.0000000  46.5000000   -0.00047   0.00066     0.000269    0.000148    0.0 
12.0000000  47.0000000   -0.00022   0.00014     0.000309    0.000130    0.0 
12.0000000  47.5000000   -0.00010   0.00037     0.000330    0.000118    0.0 
12.0000000  48.0000000   -0.00001   0.00042     0.000099    0.000104    0.0 
12.0000000  48.5000000   -0.00002   0.00026     0.000053    0.000093    0.0 
12.0000000  49.0000000   -0.00001   0.00010     0.000049    0.000133    0.0 
12.0000000  49.5000000    0.00006  -0.00008     0.000049    0.000140    0.0 
12.0000000  50.0000000    0.00011  -0.00029     0.000041    0.000075    0.0 
12.0000000  50.5000000    0.00010  -0.00035     0.000045    0.000078    0.0 
12.0000000  51.0000000   -0.00002  -0.00027     0.000037    0.000133    0.0 
12.0000000  51.5000000   -0.00010  -0.00018     0.000036    0.000143    0.0 
12.0000000  52.0000000   -0.00016  -0.00011     0.000037    0.000141    0.0 
12.0000000  52.5000000   -0.00020  -0.00006     0.000050    0.000108    0.0 
12.0000000  53.0000000   -0.00022  -0.00004     0.000054    0.000126    0.0 
12.5000000  41.0000000    0.00040   0.00142     0.000044    0.000429    0.0 
12.5000000  41.5000000    0.00045   0.00151     0.000044    0.000382    0.0 
12.5000000  42.0000000    0.00050   0.00162     0.000044    0.000325    0.0 
12.5000000  42.5000000    0.00053   0.00168     0.000044    0.000250    0.0 
12.5000000  43.0000000    0.00041   0.00150     0.000426    0.000144    0.0 
12.5000000  43.5000000    0.00048   0.00184     0.000416    0.000272    0.0 
12.5000000  44.0000000    0.00045   0.00207     0.000451    0.000313    0.0 
12.5000000  44.5000000    0.00012   0.00185     0.000118    0.000170    0.0 
12.5000000  45.0000000    0.00004   0.00161     0.000107    0.000156    0.0 
12.5000000  45.5000000    0.00016   0.00130     0.000070    0.000104    0.0 
12.5000000  46.0000000   -0.00013   0.00112     0.000213    0.000120    0.0 
12.5000000  46.5000000   -0.00025   0.00038     0.000224    0.000088    0.0 
12.5000000  47.0000000   -0.00043  -0.00003     0.000161    0.000248    0.0 
12.5000000  47.5000000   -0.00007   0.00062     0.000335    0.000369    0.0 
12.5000000  48.0000000    0.00004   0.00060     0.000090    0.000121    0.0 
12.5000000  48.5000000    0.00002   0.00042     0.000057    0.000139    0.0 
12.5000000  49.0000000    0.00001   0.00019     0.000049    0.000137    0.0 
12.5000000  49.5000000    0.00002  -0.00003     0.000040    0.000101    0.0 
12.5000000  50.0000000    0.00004  -0.00025     0.000041    0.000085    0.0 
12.5000000  50.5000000    0.00001  -0.00034     0.000048    0.000106    0.0 
12.5000000  51.0000000   -0.00007  -0.00030     0.000049    0.000119    0.0 
12.5000000  51.5000000   -0.00014  -0.00023     0.000050    0.000125    0.0 
12.5000000  52.0000000   -0.00019  -0.00016     0.000048    0.000095    0.0 
12.5000000  52.5000000   -0.00022  -0.00010     0.000048    0.000090    0.0 
12.5000000  53.0000000   -0.00024  -0.00007     0.000052    0.000118    0.0 
13.0000000  41.0000000    0.00046   0.00165     0.000044    0.000438    0.0 
13.0000000  41.5000000    0.00053   0.00180     0.000044    0.000390    0.0 
13.0000000  42.0000000    0.00062   0.00199     0.000044    0.000331    0.0 
13.0000000  42.5000000    0.00046   0.00249     0.000475    0.000274    0.0 
13.0000000  43.0000000    0.00076   0.00286     0.000418    0.000139    0.0 
13.0000000  43.5000000    0.00052   0.00258     0.000471    0.000204    0.0 
13.0000000  44.0000000    0.00043   0.00236     0.000475    0.000244    0.0 
13.0000000  44.5000000    0.00019   0.00225     0.000095    0.000283    0.0 
13.0000000  45.0000000    0.00001   0.00208     0.000086    0.000155    0.0 
13.0000000  45.5000000   -0.00008   0.00200     0.000348    0.000211    0.0 
13.0000000  46.0000000   -0.00040   0.00207     0.000249    0.000107    0.0 
13.0000000  46.5000000   -0.00002   0.00091     0.000237    0.000181    0.0 
13.0000000  47.0000000   -0.00005   0.00046     0.000353    0.000232    0.0 
13.0000000  47.5000000   -0.00003   0.00058     0.000144    0.000112    0.0 
13.0000000  48.0000000   -0.00004   0.00052     0.000075    0.000420    0.0 
13.0000000  48.5000000    0.00010   0.00045     0.000055    0.000125    0.0 
13.0000000  49.0000000   -0.00001   0.00021     0.000047    0.000111    0.0 
13.0000000  49.5000000   -0.00003  -0.00002     0.000042    0.000114    0.0 
13.0000000  50.0000000   -0.00003  -0.00020     0.000041    0.000134    0.0 
13.0000000  50.5000000   -0.00008  -0.00032     0.000049    0.000114    0.0 
13.0000000  51.0000000   -0.00014  -0.00032     0.000048    0.000108    0.0 
13.0000000  51.5000000   -0.00018  -0.00027     0.000049    0.000116    0.0 
13.0000000  52.0000000   -0.00022  -0.00020     0.000047    0.000104    0.0 
13.0000000  52.5000000   -0.00025  -0.00014     0.000045    0.000075    0.0 
13.0000000  53.0000000   -0.00026  -0.00010     0.000052    0.000138    0.0 
13.5000000  41.0000000    0.00051   0.00186     0.000044    0.000449    0.0 
13.5000000  41.5000000    0.00058   0.00205     0.000044    0.000401    0.0 
13.5000000  42.0000000    0.00069   0.00231     0.000044    0.000344    0.0 
13.5000000  42.5000000    0.00045   0.00288     0.000475    0.000293    0.0 
13.5000000  43.0000000    0.00059   0.00324     0.000464    0.000200    0.0 
13.5000000  43.5000000    0.00049   0.00302     0.000474    0.000225    0.0 
13.5000000  44.0000000    0.00046   0.00274     0.000224    0.000305    0.0 
13.5000000  44.5000000    0.00017   0.00262     0.000157    0.000195    0.0 
13.5000000  45.0000000   -0.00004   0.00259     0.000103    0.000180    0.0 
13.5000000  45.5000000   -0.00022   0.00256     0.000105    0.000222    0.0 
13.5000000  46.0000000   -0.00047   0.00231     0.000082    0.000113    0.0 
13.5000000  46.5000000    0.00006   0.00115     0.000261    0.000103    0.0 
13.5000000  47.0000000    0.00028   0.00069     0.000171    0.000184    0.0 
13.5000000  47.5000000    0.00010   0.00069     0.000170    0.000172    0.0 
13.5000000  48.0000000    0.00014   0.00065     0.000063    0.000079    0.0 
13.5000000  48.5000000    0.00012   0.00037     0.000051    0.000106    0.0 
13.5000000  49.0000000   -0.00006   0.00016     0.000048    0.000142    0.0 
13.5000000  49.5000000   -0.00009  -0.00004     0.000041    0.000130    0.0 
13.5000000  50.0000000   -0.00010  -0.00019     0.000041    0.000143    0.0 
13.5000000  50.5000000   -0.00015  -0.00030     0.000049    0.000115    0.0 
13.5000000  51.0000000   -0.00020  -0.00035     0.000045    0.000078    0.0 
13.5000000  51.5000000   -0.00023  -0.00029     0.000048    0.000109    0.0 
13.5000000  52.0000000   -0.00025  -0.00022     0.000048    0.000109    0.0 
13.5000000  52.5000000   -0.00026  -0.00017     0.000047    0.000101    0.0 
13.5000000  53.0000000   -0.00027  -0.00013     0.000053    0.000143    0.0 
14.0000000  41.0000000    0.00054   0.00204     0.000044    0.000461    0.0 
14.0000000  41.5000000    0.00061   0.00225     0.000044    0.000415    0.0 
14.0000000  42.0000000    0.00043   0.00282     0.000475    0.000388    0.0 
14.0000000  42.5000000    0.00044   0.00302     0.000475    0.000325    0.0 
14.0000000  43.0000000    0.00084   0.00319     0.000234    0.000319    0.0 
14.0000000  43.5000000    0.00068   0.00312     0.000223    0.000304    0.0 
14.0000000  44.0000000    0.00039   0.00290     0.000171    0.000395    0.0 
14.0000000  44.5000000    0.00016   0.00282     0.000115    0.000197    0.0 
14.0000000  45.0000000   -0.00007   0.00279     0.000115    0.000136    0.0 
14.0000000  45.5000000   -0.00035   0.00260     0.000104    0.000196    0.0 
14.0000000  46.0000000   -0.00036   0.00214     0.000147    0.000176    0.0 
14.0000000  46.5000000    0.00013   0.00118     0.000077    0.000168    0.0 
14.0000000  47.0000000    0.00040   0.00072     0.000156    0.000179    0.0 
14.0000000  47.5000000    0.00023   0.00067     0.000165    0.000157    0.0 
14.0000000  48.0000000    0.00014   0.00032     0.000055    0.000072    0.0 
14.0000000  48.5000000   -0.00011   0.00013     0.000049    0.000061    0.0 
14.0000000  49.0000000   -0.00012   0.00007     0.000048    0.000139    0.0 
14.0000000  49.5000000   -0.00014  -0.00008     0.000041    0.000146    0.0 
14.0000000  50.0000000   -0.00015  -0.00019     0.000041    0.000153    0.0 
14.0000000  50.5000000   -0.00020  -0.00029     0.000050    0.000121    0.0 
14.0000000  51.0000000   -0.00025  -0.00034     0.000045    0.000084    0.0 
14.0000000  51.5000000   -0.00026  -0.00030     0.000049    0.000115    0.0 
14.0000000  52.0000000   -0.00027  -0.00024     0.000050    0.000126    0.0 
14.0000000  52.5000000   -0.00028  -0.00019     0.000051    0.000131    0.0 
14.0000000  53.0000000   -0.00028  -0.00014     0.000055    0.000155    0.0 
14.5000000  41.0000000    0.00054   0.00219     0.000044    0.000474    0.0 
14.5000000  41.5000000    0.00043   0.00277     0.000475    0.000456    0.0 
14.5000000  42.0000000    0.00071   0.00288     0.000344    0.000423    0.0 
14.5000000  42.5000000    0.00072   0.00301     0.000302    0.000415    0.0 
14.5000000  43.0000000    0.00070   0.00312     0.000264    0.000361    0.0 
14.5000000  43.5000000    0.00056   0.00310     0.000232    0.000316    0.0 
14.5000000  44.0000000    0.00034   0.00301     0.000154    0.000189    0.0 
14.5000000  44.5000000    0.00013   0.00287     0.000123    0.000163    0.0 
14.5000000  45.0000000   -0.00009   0.00276     0.000113    0.000127    0.0 
14.5000000  45.5000000   -0.00029   0.00248     0.000157    0.000190    0.0 
14.5000000  46.0000000   -0.00029   0.00207     0.000059    0.000066    0.0 
14.5000000  46.5000000    0.00039   0.00130     0.000084    0.000157    0.0 
14.5000000  47.0000000    0.00026   0.00073     0.000355    0.000110    0.0 
14.5000000  47.5000000    0.00026   0.00050     0.000138    0.000153    0.0 
14.5000000  48.0000000    0.00013   0.00012     0.000100    0.000104    0.0 
14.5000000  48.5000000   -0.00006  -0.00006     0.000064    0.000071    0.0 
14.5000000  49.0000000   -0.00008  -0.00004     0.000085    0.000097    0.0 
14.5000000  49.5000000   -0.00020  -0.00012     0.000048    0.000159    0.0 
14.5000000  50.0000000   -0.00019  -0.00020     0.000041    0.000166    0.0 
14.5000000  50.5000000   -0.00021  -0.00026     0.000038    0.000145    0.0 
14.5000000  51.0000000   -0.00027  -0.00031     0.000050    0.000123    0.0 
14.5000000  51.5000000   -0.00028  -0.00029     0.000051    0.000133    0.0 
14.5000000  52.0000000   -0.00028  -0.00024     0.000053    0.000144    0.0 
14.5000000  52.5000000   -0.00029  -0.00020     0.000054    0.000152    0.0 
14.5000000  53.0000000   -0.00029  -0.00016     0.000058    0.000169    0.0 
15.0000000  41.0000000    0.00054   0.00230     0.000044    0.000489    0.0 
15.0000000  41.5000000    0.00063   0.00281     0.000389    0.000482    0.0 
15.0000000  42.0000000    0.00063   0.00287     0.000354    0.000490    0.0 
15.0000000  42.5000000    0.00063   0.00299     0.000320    0.000441    0.0 
15.0000000  43.0000000    0.00059   0.00311     0.000259    0.000221    0.0 
15.0000000  43.5000000    0.00041   0.00308     0.000309    0.000126    0.0 
15.0000000  44.0000000    0.00024   0.00298     0.000112    0.000136    0.0 
15.0000000  44.5000000    0.00007   0.00284     0.000122    0.000151    0.0 
15.0000000  45.0000000   -0.00002   0.00265     0.000110    0.000158    0.0 
15.0000000  45.5000000   -0.00010   0.00242     0.000110    0.000183    0.0 
15.0000000  46.0000000   -0.00004   0.00186     0.000101    0.000144    0.0 
15.0000000  46.5000000    0.00041   0.00125     0.000114    0.000141    0.0 
15.0000000  47.0000000    0.00059   0.00068     0.000120    0.000180    0.0 
15.0000000  47.5000000    0.00035   0.00036     0.000102    0.000127    0.0 
15.0000000  48.0000000    0.00020   0.00005     0.000119    0.000124    0.0 
15.0000000  48.5000000    0.00006  -0.00009     0.000081    0.000092    0.0 
15.0000000  49.0000000    0.00000  -0.00010     0.000094    0.000109    0.0 
15.0000000  49.5000000   -0.00005  -0.00022     0.000065    0.000108    0.0 
15.0000000  50.0000000   -0.00007  -0.00027     0.000067    0.000112    0.0 
15.0000000  50.5000000   -0.00024  -0.00025     0.000037    0.000164    0.0 
15.0000000  51.0000000   -0.00028  -0.00028     0.000054    0.000148    0.0 
15.0000000  51.5000000   -0.00029  -0.00027     0.000054    0.000153    0.0 
15.0000000  52.0000000   -0.00030  -0.00024     0.000056    0.000161    0.0 
15.0000000  52.5000000   -0.00030  -0.00020     0.000058    0.000169    0.0 
15.0000000  53.0000000   -0.00030  -0.00016     0.000060    0.000182    0.0 
15.5000000  41.0000000    0.00058   0.00275     0.000423    0.000528    0.0 
15.5000000  41.5000000    0.00056   0.00276     0.000394    0.000547    0.0 
15.5000000  42.0000000    0.00058   0.00295     0.000345    0.000304    0.0 
15.5000000  42.5000000    0.00056   0.00302     0.000314    0.000273    0.0 
15.5000000  43.0000000    0.00044   0.00305     0.000409    0.000243    0.0 
15.5000000  43.5000000    0.00033   0.00304     0.000326    0.000135    0.0 
15.5000000  44.0000000    0.00018   0.00295     0.000124    0.000100    0.0 
15.5000000  44.5000000    0.00008   0.00275     0.000053    0.000119    0.0 
15.5000000  45.0000000    0.00005   0.00260     0.000124    0.000207    0.0 
15.5000000  45.5000000    0.00004   0.00217     0.000153    0.000214    0.0 
15.5000000  46.0000000    0.00009   0.00167     0.000130    0.000190    0.0 
15.5000000  46.5000000    0.00036   0.00109     0.000139    0.000198    0.0 
15.5000000  47.0000000    0.00051   0.00056     0.000077    0.000109    0.0 
15.5000000  47.5000000    0.00046   0.00019     0.000213    0.000183    0.0 
15.5000000  48.0000000    0.00030  -0.00001     0.000111    0.000139    0.0 
15.5000000  48.5000000    0.00018  -0.00015     0.000115    0.000122    0.0 
15.5000000  49.0000000    0.00010  -0.00014     0.000103    0.000119    0.0 
15.5000000  49.5000000    0.00002  -0.00028     0.000106    0.000102    0.0 
15.5000000  50.0000000   -0.00003  -0.00029     0.000070    0.000120    0.0 
15.5000000  50.5000000   -0.00015  -0.00025     0.000075    0.000145    0.0 
15.5000000  51.0000000   -0.00018  -0.00026     0.000075    0.000145    0.0 
15.5000000  51.5000000   -0.00030  -0.00026     0.000058    0.000170    0.0 
15.5000000  52.0000000   -0.00030  -0.00023     0.000059    0.000176    0.0 
15.5000000  52.5000000   -0.00031  -0.00020     0.000061    0.000184    0.0 
15.5000000  53.0000000   -0.00031  -0.00017     0.000063    0.000194    0.0 
16.0000000  41.0000000    0.00053   0.00280     0.000405    0.000370    0.0 
16.0000000  41.5000000    0.00054   0.00287     0.000384    0.000345    0.0 
16.0000000  42.0000000    0.00053   0.00294     0.000359    0.000319    0.0 
16.0000000  42.5000000    0.00049   0.00299     0.000331    0.000290    0.0 
16.0000000  43.0000000    0.00036   0.00303     0.000416    0.000181    0.0 
16.0000000  43.5000000    0.00031   0.00303     0.000214    0.000172    0.0 
16.0000000  44.0000000    0.00017   0.00293     0.000184    0.000147    0.0 
16.0000000  44.5000000    0.00014   0.00266     0.000058    0.000147    0.0 
16.0000000  45.0000000    0.00012   0.00235     0.000168    0.000237    0.0 
16.0000000  45.5000000    0.00013   0.00204     0.000171    0.000241    0.0 
16.0000000  46.0000000    0.00018   0.00141     0.000153    0.000289    0.0 
16.0000000  46.5000000    0.00034   0.00094     0.000163    0.000233    0.0 
16.0000000  47.0000000    0.00051   0.00050     0.000079    0.000187    0.0 
16.0000000  47.5000000    0.00053   0.00009     0.000100    0.000179    0.0 
16.0000000  48.0000000    0.00041  -0.00008     0.000106    0.000133    0.0 
16.0000000  48.5000000    0.00028  -0.00018     0.000121    0.000128    0.0 
16.0000000  49.0000000    0.00016  -0.00027     0.000104    0.000100    0.0 
16.0000000  49.5000000    0.00009  -0.00031     0.000112    0.000108    0.0 
16.0000000  50.0000000    0.00002  -0.00031     0.000074    0.000128    0.0 
16.0000000  50.5000000   -0.00004  -0.00030     0.000077    0.000147    0.0 
16.0000000  51.0000000   -0.00015  -0.00025     0.000080    0.000158    0.0 
16.0000000  51.5000000   -0.00030  -0.00024     0.000061    0.000185    0.0 
16.0000000  52.0000000   -0.00031  -0.00022     0.000062    0.000189    0.0 
16.0000000  52.5000000   -0.00031  -0.00020     0.000063    0.000196    0.0 
16.0000000  53.0000000   -0.00031  -0.00017     0.000066    0.000204    0.0 
16.5000000  41.0000000    0.00050   0.00281     0.000414    0.000380    0.0 
16.5000000  41.5000000    0.00050   0.00287     0.000395    0.000358    0.0 
16.5000000  42.0000000    0.00048   0.00292     0.000373    0.000334    0.0 
16.5000000  42.5000000    0.00036   0.00295     0.000485    0.000314    0.0 
16.5000000  43.0000000    0.00036   0.00304     0.000268    0.000219    0.0 
16.5000000  43.5000000    0.00036   0.00290     0.000193    0.000278    0.0 
16.5000000  44.0000000    0.00027   0.00273     0.000064    0.000176    0.0 
16.5000000  44.5000000    0.00016   0.00245     0.000145    0.000220    0.0 
16.5000000  45.0000000    0.00016   0.00223     0.000187    0.000266    0.0 
16.5000000  45.5000000    0.00021   0.00179     0.000225    0.000399    0.0 
16.5000000  46.0000000    0.00029   0.00140     0.000186    0.000288    0.0 
16.5000000  46.5000000    0.00033   0.00083     0.000186    0.000268    0.0 
16.5000000  47.0000000    0.00052   0.00044     0.000094    0.000230    0.0 
16.5000000  47.5000000    0.00059   0.00002     0.000085    0.000148    0.0 
16.5000000  48.0000000    0.00050  -0.00014     0.000097    0.000121    0.0 
16.5000000  48.5000000    0.00037  -0.00020     0.000126    0.000133    0.0 
16.5000000  49.0000000    0.00026  -0.00023     0.000149    0.000158    0.0 
16.5000000  49.5000000    0.00015  -0.00033     0.000118    0.000114    0.0 
16.5000000  50.0000000    0.00005  -0.00034     0.000118    0.000119    0.0 
16.5000000  50.5000000   -0.00000  -0.00030     0.000081    0.000157    0.0 
16.5000000  51.0000000   -0.00012  -0.00024     0.000085    0.000169    0.0 
16.5000000  51.5000000   -0.00015  -0.00023     0.000087    0.000172    0.0 
16.5000000  52.0000000   -0.00031  -0.00021     0.000065    0.000201    0.0 
16.5000000  52.5000000   -0.00031  -0.00019     0.000066    0.000206    0.0 
16.5000000  53.0000000   -0.00031  -0.00017     0.000068    0.000213    0.0 
17.0000000  41.0000000    0.00047   0.00281     0.000423    0.000391    0.0 
17.0000000  41.5000000    0.00046   0.00286     0.000406    0.000371    0.0 
17.0000000  42.0000000    0.00034   0.00289     0.000517    0.000356    0.0 
17.0000000  42.5000000    0.00031   0.00296     0.000488    0.000232    0.0 
17.0000000  43.0000000    0.00043   0.00289     0.000231    0.000335    0.0 
17.0000000  43.5000000    0.00036   0.00284     0.000215    0.000311    0.0 
17.0000000  44.0000000    0.00029   0.00250     0.000019    0.000284    0.0 
17.0000000  44.5000000    0.00019   0.00234     0.000205    0.000295    0.0 
17.0000000  45.0000000    0.00022   0.00196     0.000246    0.000440    0.0 
17.0000000  45.5000000    0.00025   0.00166     0.000243    0.000434    0.0 
17.0000000  46.0000000    0.00033   0.00129     0.000203    0.000316    0.0 
17.0000000  46.5000000    0.00040   0.00078     0.000171    0.000363    0.0 
17.0000000  47.0000000    0.00050   0.00039     0.000147    0.000303    0.0 
17.0000000  47.5000000    0.00058   0.00004     0.000109    0.000201    0.0 
17.0000000  48.0000000    0.00049  -0.00012     0.000234    0.000216    0.0 
17.0000000  48.5000000    0.00042  -0.00021     0.000134    0.000143    0.0 
17.0000000  49.0000000    0.00032  -0.00023     0.000157    0.000167    0.0 
17.0000000  49.5000000    0.00020  -0.00035     0.000125    0.000120    0.0 
17.0000000  50.0000000    0.00010  -0.00035     0.000124    0.000125    0.0 
17.0000000  50.5000000   -0.00005  -0.00028     0.000116    0.000144    0.0 
17.0000000  51.0000000   -0.00009  -0.00029     0.000119    0.000148    0.0 
17.0000000  51.5000000   -0.00012  -0.00022     0.000092    0.000182    0.0 
17.0000000  52.0000000   -0.00016  -0.00029     0.000099    0.000113    0.0 
17.0000000  52.5000000   -0.00014  -0.00023     0.000096    0.000108    0.0 
17.0000000  53.0000000   -0.00032  -0.00016     0.000071    0.000221    0.0 
